latitude,longitude,value
-69.25,177.75,72.43
-69.25,178.25,71.85
-69.25,178.75,71.85
-69.25,179.25,71.85
-69.25,179.75,71.85
-68.75,-179.75,71.26
-68.75,-179.25,71.26
-68.75,-178.75,71.26
-68.75,-178.25,71.26
-68.75,-177.75,72.43
-68.75,-177.25,72.43
-68.75,-176.75,72.43
-68.75,-176.25,72.43
-68.75,-175.75,73.17
-68.75,-175.25,73.17
-68.75,-174.75,73.17
-68.75,-174.25,73.17
-68.75,-173.75,72.87
-68.75,-173.25,72.87
-68.75,-172.75,72.87
-68.75,-172.25,72.87
-68.75,-171.75,73.17
-68.75,-171.25,73.17
-68.75,-170.75,73.17
-68.75,-170.25,73.17
-68.75,-169.75,73.75
-68.75,-169.25,73.75
-68.75,-168.75,73.75
-68.75,-168.25,73.75
-68.75,-167.75,75.07
-68.75,-167.25,75.07
-68.75,-166.75,75.07
-68.75,-166.25,75.07
-68.75,-165.75,77.71
-68.75,-165.25,77.71
-68.75,-164.75,77.71
-68.75,-164.25,77.71
-68.75,-163.75,74.63
-68.75,-163.25,74.63
-68.75,-162.75,74.63
-68.75,-162.25,74.63
-68.75,-161.75,73.9
-68.75,-161.25,73.9
-68.75,-160.75,73.9
-68.75,-160.25,73.9
-68.75,-159.75,75.37
-68.75,-159.25,75.37
-68.75,-158.75,75.37
-68.75,-158.25,75.37
-68.75,-157.75,76.39
-68.75,-157.25,76.39
-68.75,-156.75,76.39
-68.75,-156.25,76.39
-68.75,-155.75,75.22
-68.75,-155.25,75.22
-68.75,-154.75,75.22
-68.75,-154.25,75.22
-68.75,-153.75,76.39
-68.75,-153.25,76.39
-68.75,-152.75,76.39
-68.75,-152.25,76.39
-68.75,-151.75,75.95
-68.75,-151.25,75.95
-68.75,-150.75,75.95
-68.75,-150.25,75.95
-68.75,-149.75,74.49
-68.75,-149.25,74.49
-68.75,-148.75,74.49
-68.75,-148.25,74.49
-68.75,-147.75,75.95
-68.75,-147.25,75.95
-68.75,-146.75,75.95
-68.75,-146.25,75.95
-68.75,-145.75,74.05
-68.75,-145.25,74.05
-68.75,-144.75,74.05
-68.75,-144.25,74.05
-68.75,-143.75,74.34
-68.75,-143.25,74.34
-68.75,-142.75,74.34
-68.75,-142.25,74.34
-68.75,-141.75,74.34
-68.75,-141.25,74.34
-68.75,-140.75,74.34
-68.75,-140.25,74.34
-68.75,-139.75,71.41
-68.75,-139.25,71.41
-68.75,-138.75,71.41
-68.75,-138.25,71.41
-68.75,-137.75,71.85
-68.75,-137.25,71.85
-68.75,-136.75,71.85
-68.75,-136.25,71.85
-68.75,-135.75,71.41
-68.75,-135.25,71.41
-68.75,-134.75,71.41
-68.75,-134.25,71.41
-68.75,-133.75,71.26
-68.75,-133.25,71.26
-68.75,-132.75,71.26
-68.75,-132.25,71.26
-68.75,-131.75,68.77
-68.75,-131.25,68.77
-68.75,-130.75,68.77
-68.75,-130.25,68.77
-68.75,-129.75,69.94
-68.75,-129.25,69.94
-68.75,-128.75,69.94
-68.75,-128.25,69.94
-68.75,-127.75,68.91
-68.75,-127.25,68.91
-68.75,-126.75,68.91
-68.75,-126.25,68.91
-68.75,-125.75,71.26
-68.75,-125.25,71.26
-68.75,-124.75,71.26
-68.75,-124.25,71.26
-68.75,-123.75,73.61
-68.75,-123.25,73.61
-68.75,-122.75,73.61
-68.75,-122.25,73.61
-68.75,-121.75,72.87
-68.75,-121.25,72.87
-68.75,-120.75,72.87
-68.75,-120.25,72.87
-68.75,-119.75,74.34
-68.75,-119.25,74.34
-68.75,-118.75,74.34
-68.75,-118.25,74.34
-68.75,-117.75,73.02
-68.75,-117.25,73.02
-68.75,-116.75,73.02
-68.75,-116.25,73.02
-68.75,-115.75,75.66
-68.75,-115.25,75.66
-68.75,-114.75,75.66
-68.75,-114.25,75.66
-68.75,-113.75,75.22
-68.75,-113.25,75.22
-68.75,-112.75,75.22
-68.75,-112.25,75.22
-68.75,-111.75,76.98
-68.75,-111.25,76.98
-68.75,-110.75,76.98
-68.75,-110.25,76.98
-68.75,-109.75,77.42
-68.75,-109.25,77.42
-68.75,-108.75,77.42
-68.75,-108.25,77.42
-68.75,-107.75,77.86
-68.75,-107.25,77.86
-68.75,-106.75,77.86
-68.75,-106.25,77.86
-68.75,-105.75,77.13
-68.75,-105.25,77.13
-68.75,-104.75,77.13
-68.75,-104.25,77.13
-68.75,-103.75,75.95
-68.75,-103.25,75.95
-68.75,-102.75,75.95
-68.75,-102.25,75.95
-68.75,-101.75,76.69
-68.75,-101.25,76.69
-68.75,-100.75,76.69
-68.75,-100.25,76.69
-68.75,-99.75,77.42
-68.75,-99.25,77.42
-68.75,-98.75,77.42
-68.75,-98.25,77.42
-68.75,-97.75,76.54
-68.75,-97.25,76.54
-68.75,-96.75,76.54
-68.75,-96.25,76.54
-68.75,-95.75,76.25
-68.75,-95.25,76.25
-68.75,-94.75,76.25
-68.75,-94.25,76.25
-68.75,-93.75,74.05
-68.75,-93.25,74.05
-68.75,-92.75,74.05
-68.75,-92.25,74.05
-68.75,-91.75,74.19
-68.75,-91.25,74.19
-68.75,-90.75,74.19
-68.75,-90.25,74.19
-68.75,-89.75,72.29
-68.75,-89.25,72.29
-68.75,-88.75,72.29
-68.75,-88.25,72.29
-68.75,-87.75,74.78
-68.75,-87.25,74.78
-68.75,-86.75,74.78
-68.75,-86.25,74.78
-68.75,-85.75,74.93
-68.75,-85.25,74.93
-68.75,-84.75,74.93
-68.75,-84.25,74.93
-68.75,-83.75,76.98
-68.75,-83.25,76.98
-68.75,-82.75,76.98
-68.75,-82.25,76.98
-68.75,-81.75,78.45
-68.75,-81.25,78.45
-68.75,-80.75,78.45
-68.75,-80.25,78.45
-68.75,-79.75,76.54
-68.75,-79.25,76.54
-68.75,-78.75,76.54
-68.75,-78.25,76.54
-68.75,-77.75,74.93
-68.75,-77.25,74.93
-68.75,-76.75,74.93
-68.75,-76.25,74.93
-68.75,-75.75,72.87
-68.75,-75.25,72.87
-68.75,-74.75,72.87
-68.75,-74.25,72.87
-68.75,-73.75,71.41
-68.75,-73.25,71.41
-68.75,-72.75,71.41
-68.75,-72.25,71.41
-68.75,-71.75,68.91
-68.75,-71.25,68.91
-68.75,-70.75,68.91
-68.75,-70.25,68.91
-68.75,-69.75,66.42
-68.75,-69.25,66.42
-68.75,-68.75,66.42
-68.75,-68.25,66.42
-68.75,-67.75,67.01
-68.75,-67.25,67.01
-68.75,-66.75,67.01
-68.75,-66.25,67.01
-68.75,-65.75,67.89
-68.75,-65.25,67.89
-68.75,-64.75,67.89
-68.75,-64.25,67.89
-68.75,-63.75,64.08
-68.75,-63.25,64.08
-68.75,-62.75,64.08
-68.75,-62.25,64.08
-68.75,-61.75,56.45
-68.75,-61.25,56.45
-68.75,-60.75,56.45
-68.75,-60.25,56.45
-68.75,-59.75,56.6
-68.75,-59.25,56.6
-68.75,-58.75,56.6
-68.75,-58.25,56.6
-68.75,-57.75,56.3
-68.75,-57.25,56.3
-68.75,-56.75,56.3
-68.75,-56.25,56.3
-68.75,-55.75,56.89
-68.75,-55.25,56.89
-68.75,-54.75,56.89
-68.75,-54.25,56.89
-68.75,-53.75,57.62
-68.75,-53.25,57.62
-68.75,-52.75,57.62
-68.75,-52.25,57.62
-68.75,-51.75,54.25
-68.75,-51.25,54.25
-68.75,-50.75,54.25
-68.75,-50.25,54.25
-68.75,-49.75,55.72
-68.75,-49.25,55.72
-68.75,-48.75,55.72
-68.75,-48.25,55.72
-68.75,-47.75,58.06
-68.75,-47.25,58.06
-68.75,-46.75,58.06
-68.75,-46.25,58.06
-68.75,-45.75,57.33
-68.75,-45.25,57.33
-68.75,-44.75,57.33
-68.75,-44.25,57.33
-68.75,-43.75,55.87
-68.75,-43.25,55.87
-68.75,-42.75,55.87
-68.75,-42.25,55.87
-68.75,-41.75,57.77
-68.75,-41.25,57.77
-68.75,-40.75,57.77
-68.75,-40.25,57.77
-68.75,-39.75,62.02
-68.75,-39.25,62.02
-68.75,-38.75,62.02
-68.75,-38.25,62.02
-68.75,-37.75,61.29
-68.75,-37.25,61.29
-68.75,-36.75,61.29
-68.75,-36.25,61.29
-68.75,-35.75,63.05
-68.75,-35.25,63.05
-68.75,-34.75,63.05
-68.75,-34.25,63.05
-68.75,-33.75,66.28
-68.75,-33.25,66.28
-68.75,-32.75,66.28
-68.75,-32.25,66.28
-68.75,-31.75,63.05
-68.75,-31.25,63.05
-68.75,-30.75,63.05
-68.75,-30.25,63.05
-68.75,-29.75,67.3
-68.75,-29.25,67.3
-68.75,-28.75,67.3
-68.75,-28.25,67.3
-68.75,-27.75,66.19
-68.75,-27.25,66.19
-68.75,-26.75,66.19
-68.75,-26.25,66.19
-68.75,-25.75,64.88
-68.75,-25.25,64.88
-68.75,-24.75,64.88
-68.75,-24.25,64.88
-68.75,-23.75,66.06
-68.75,-23.25,66.06
-68.75,-22.75,66.06
-68.75,-22.25,66.06
-68.75,-21.75,63.94
-68.75,-21.25,63.94
-68.75,-20.75,63.94
-68.75,-20.25,63.94
-68.75,-19.75,63.94
-68.75,-19.25,63.94
-68.75,-18.75,63.94
-68.75,-18.25,63.94
-68.75,-17.75,65.35
-68.75,-17.25,65.35
-68.75,-16.75,65.35
-68.75,-16.25,65.35
-68.75,108.25,9.7
-68.75,108.75,9.7
-68.75,109.25,9.7
-68.75,109.75,9.7
-68.75,110.25,12.15
-68.75,110.75,12.15
-68.75,111.25,12.15
-68.75,111.75,12.15
-68.75,112.25,12.59
-68.75,112.75,12.59
-68.75,113.25,12.59
-68.75,113.75,12.59
-68.75,114.25,23.86
-68.75,114.75,23.86
-68.75,115.25,23.86
-68.75,115.75,23.86
-68.75,116.25,23.91
-68.75,116.75,23.91
-68.75,117.25,23.91
-68.75,117.75,23.91
-68.75,118.25,24.0
-68.75,118.75,24.0
-68.75,119.25,24.0
-68.75,119.75,24.0
-68.75,120.25,22.66
-68.75,120.75,22.66
-68.75,121.25,22.66
-68.75,121.75,22.66
-68.75,122.25,16.81
-68.75,122.75,16.81
-68.75,123.25,16.81
-68.75,123.75,16.81
-68.75,124.25,11.32
-68.75,124.75,11.32
-68.75,125.25,11.32
-68.75,125.75,11.32
-68.75,126.25,18.62
-68.75,126.75,18.62
-68.75,127.25,18.62
-68.75,127.75,18.62
-68.75,128.25,20.09
-68.75,128.75,20.09
-68.75,129.25,20.09
-68.75,129.75,20.09
-68.75,130.25,16.42
-68.75,130.75,16.42
-68.75,131.25,16.42
-68.75,131.75,16.42
-68.75,132.25,15.1
-68.75,132.75,15.1
-68.75,133.25,15.1
-68.75,133.75,15.1
-68.75,134.25,14.08
-68.75,134.75,14.08
-68.75,135.25,14.08
-68.75,135.75,14.08
-68.75,136.25,14.96
-68.75,136.75,14.96
-68.75,137.25,14.96
-68.75,137.75,14.96
-68.75,138.25,15.84
-68.75,138.75,15.84
-68.75,139.25,15.84
-68.75,139.75,15.84
-68.75,140.25,17.89
-68.75,140.75,17.89
-68.75,141.25,17.89
-68.75,141.75,17.89
-68.75,142.25,30.65
-68.75,142.75,30.65
-68.75,143.25,30.65
-68.75,143.75,30.65
-68.75,144.25,39.44
-68.75,144.75,39.44
-68.75,145.25,39.44
-68.75,145.75,39.44
-68.75,146.25,47.07
-68.75,146.75,47.07
-68.75,147.25,47.07
-68.75,147.75,47.07
-68.75,148.25,48.83
-68.75,148.75,48.83
-68.75,149.25,48.83
-68.75,149.75,48.83
-68.75,150.25,55.57
-68.75,150.75,55.57
-68.75,151.25,55.57
-68.75,151.75,55.57
-68.75,152.25,60.26
-68.75,152.75,60.26
-68.75,153.25,60.26
-68.75,153.75,60.26
-68.75,154.25,65.69
-68.75,154.75,65.69
-68.75,155.25,65.69
-68.75,155.75,65.69
-68.75,156.25,63.78
-68.75,156.75,63.78
-68.75,157.25,63.78
-68.75,157.75,63.78
-68.75,158.25,64.96
-68.75,158.75,64.96
-68.75,159.25,64.96
-68.75,159.75,64.96
-68.75,160.25,64.96
-68.75,160.75,64.96
-68.75,161.25,64.96
-68.75,161.75,64.96
-68.75,162.25,65.84
-68.75,162.75,65.84
-68.75,163.25,65.84
-68.75,163.75,65.84
-68.75,164.25,66.72
-68.75,164.75,66.72
-68.75,165.25,66.72
-68.75,165.75,66.72
-68.75,166.25,68.48
-68.75,166.75,68.48
-68.75,167.25,68.48
-68.75,167.75,68.48
-68.75,168.25,68.33
-68.75,168.75,68.33
-68.75,169.25,68.33
-68.75,169.75,68.33
-68.75,170.25,68.77
-68.75,170.75,68.77
-68.75,171.25,68.77
-68.75,171.75,68.77
-68.75,172.25,70.67
-68.75,172.75,70.67
-68.75,173.25,70.67
-68.75,173.75,70.67
-68.75,174.25,69.06
-68.75,174.75,69.06
-68.75,175.25,69.06
-68.75,175.75,69.06
-68.75,176.25,71.7
-68.75,176.75,71.7
-68.75,177.25,71.7
-68.75,177.75,71.7
-68.75,178.25,69.5
-68.75,178.75,69.5
-68.75,179.25,69.5
-68.75,179.75,69.5
-68.25,-179.75,71.26
-68.25,-179.25,71.26
-68.25,-178.75,71.26
-68.25,-178.25,71.26
-68.25,-177.75,72.43
-68.25,-177.25,72.43
-68.25,-176.75,72.43
-68.25,-176.25,72.43
-68.25,-175.75,73.17
-68.25,-175.25,73.17
-68.25,-174.75,73.17
-68.25,-174.25,73.17
-68.25,-173.75,72.87
-68.25,-173.25,72.87
-68.25,-172.75,72.87
-68.25,-172.25,72.87
-68.25,-171.75,73.17
-68.25,-171.25,73.17
-68.25,-170.75,73.17
-68.25,-170.25,73.17
-68.25,-169.75,73.75
-68.25,-169.25,73.75
-68.25,-168.75,73.75
-68.25,-168.25,73.75
-68.25,-167.75,75.07
-68.25,-167.25,75.07
-68.25,-166.75,75.07
-68.25,-166.25,75.07
-68.25,-165.75,77.71
-68.25,-165.25,77.71
-68.25,-164.75,77.71
-68.25,-164.25,77.71
-68.25,-163.75,74.63
-68.25,-163.25,74.63
-68.25,-162.75,74.63
-68.25,-162.25,74.63
-68.25,-161.75,73.9
-68.25,-161.25,73.9
-68.25,-160.75,73.9
-68.25,-160.25,73.9
-68.25,-159.75,75.37
-68.25,-159.25,75.37
-68.25,-158.75,75.37
-68.25,-158.25,75.37
-68.25,-157.75,76.39
-68.25,-157.25,76.39
-68.25,-156.75,76.39
-68.25,-156.25,76.39
-68.25,-155.75,75.22
-68.25,-155.25,75.22
-68.25,-154.75,75.22
-68.25,-154.25,75.22
-68.25,-153.75,76.39
-68.25,-153.25,76.39
-68.25,-152.75,76.39
-68.25,-152.25,76.39
-68.25,-151.75,75.95
-68.25,-151.25,75.95
-68.25,-150.75,75.95
-68.25,-150.25,75.95
-68.25,-149.75,74.49
-68.25,-149.25,74.49
-68.25,-148.75,74.49
-68.25,-148.25,74.49
-68.25,-147.75,75.95
-68.25,-147.25,75.95
-68.25,-146.75,75.95
-68.25,-146.25,75.95
-68.25,-145.75,74.05
-68.25,-145.25,74.05
-68.25,-144.75,74.05
-68.25,-144.25,74.05
-68.25,-143.75,74.34
-68.25,-143.25,74.34
-68.25,-142.75,74.34
-68.25,-142.25,74.34
-68.25,-141.75,74.34
-68.25,-141.25,74.34
-68.25,-140.75,74.34
-68.25,-140.25,74.34
-68.25,-139.75,71.41
-68.25,-139.25,71.41
-68.25,-138.75,71.41
-68.25,-138.25,71.41
-68.25,-137.75,71.85
-68.25,-137.25,71.85
-68.25,-136.75,71.85
-68.25,-136.25,71.85
-68.25,-135.75,71.41
-68.25,-135.25,71.41
-68.25,-134.75,71.41
-68.25,-134.25,71.41
-68.25,-133.75,71.26
-68.25,-133.25,71.26
-68.25,-132.75,71.26
-68.25,-132.25,71.26
-68.25,-131.75,68.77
-68.25,-131.25,68.77
-68.25,-130.75,68.77
-68.25,-130.25,68.77
-68.25,-129.75,69.94
-68.25,-129.25,69.94
-68.25,-128.75,69.94
-68.25,-128.25,69.94
-68.25,-127.75,68.91
-68.25,-127.25,68.91
-68.25,-126.75,68.91
-68.25,-126.25,68.91
-68.25,-125.75,71.26
-68.25,-125.25,71.26
-68.25,-124.75,71.26
-68.25,-124.25,71.26
-68.25,-123.75,73.61
-68.25,-123.25,73.61
-68.25,-122.75,73.61
-68.25,-122.25,73.61
-68.25,-121.75,72.87
-68.25,-121.25,72.87
-68.25,-120.75,72.87
-68.25,-120.25,72.87
-68.25,-119.75,74.34
-68.25,-119.25,74.34
-68.25,-118.75,74.34
-68.25,-118.25,74.34
-68.25,-117.75,73.02
-68.25,-117.25,73.02
-68.25,-116.75,73.02
-68.25,-116.25,73.02
-68.25,-115.75,75.66
-68.25,-115.25,75.66
-68.25,-114.75,75.66
-68.25,-114.25,75.66
-68.25,-113.75,75.22
-68.25,-113.25,75.22
-68.25,-112.75,75.22
-68.25,-112.25,75.22
-68.25,-111.75,76.98
-68.25,-111.25,76.98
-68.25,-110.75,76.98
-68.25,-110.25,76.98
-68.25,-109.75,77.42
-68.25,-109.25,77.42
-68.25,-108.75,77.42
-68.25,-108.25,77.42
-68.25,-107.75,77.86
-68.25,-107.25,77.86
-68.25,-106.75,77.86
-68.25,-106.25,77.86
-68.25,-105.75,77.13
-68.25,-105.25,77.13
-68.25,-104.75,77.13
-68.25,-104.25,77.13
-68.25,-103.75,75.95
-68.25,-103.25,75.95
-68.25,-102.75,75.95
-68.25,-102.25,75.95
-68.25,-101.75,76.69
-68.25,-101.25,76.69
-68.25,-100.75,76.69
-68.25,-100.25,76.69
-68.25,-99.75,77.42
-68.25,-99.25,77.42
-68.25,-98.75,77.42
-68.25,-98.25,77.42
-68.25,-97.75,76.54
-68.25,-97.25,76.54
-68.25,-96.75,76.54
-68.25,-96.25,76.54
-68.25,-95.75,76.25
-68.25,-95.25,76.25
-68.25,-94.75,76.25
-68.25,-94.25,76.25
-68.25,-93.75,74.05
-68.25,-93.25,74.05
-68.25,-92.75,74.05
-68.25,-92.25,74.05
-68.25,-91.75,74.19
-68.25,-91.25,74.19
-68.25,-90.75,74.19
-68.25,-90.25,74.19
-68.25,-89.75,72.29
-68.25,-89.25,72.29
-68.25,-88.75,72.29
-68.25,-88.25,72.29
-68.25,-87.75,74.78
-68.25,-87.25,74.78
-68.25,-86.75,74.78
-68.25,-86.25,74.78
-68.25,-85.75,74.93
-68.25,-85.25,74.93
-68.25,-84.75,74.93
-68.25,-84.25,74.93
-68.25,-83.75,76.98
-68.25,-83.25,76.98
-68.25,-82.75,76.98
-68.25,-82.25,76.98
-68.25,-81.75,78.45
-68.25,-81.25,78.45
-68.25,-80.75,78.45
-68.25,-80.25,78.45
-68.25,-79.75,76.54
-68.25,-79.25,76.54
-68.25,-78.75,76.54
-68.25,-78.25,76.54
-68.25,-77.75,74.93
-68.25,-77.25,74.93
-68.25,-76.75,74.93
-68.25,-76.25,74.93
-68.25,-75.75,72.87
-68.25,-75.25,72.87
-68.25,-74.75,72.87
-68.25,-74.25,72.87
-68.25,-73.75,71.41
-68.25,-73.25,71.41
-68.25,-72.75,71.41
-68.25,-72.25,71.41
-68.25,-71.75,68.91
-68.25,-71.25,68.91
-68.25,-70.75,68.91
-68.25,-70.25,68.91
-68.25,-69.75,66.42
-68.25,-69.25,66.42
-68.25,-68.75,66.42
-68.25,-68.25,66.42
-68.25,-67.75,67.01
-68.25,-67.25,67.01
-68.25,-66.75,67.01
-68.25,-66.25,67.01
-68.25,-65.75,67.89
-68.25,-65.25,67.89
-68.25,-64.75,67.89
-68.25,-64.25,67.89
-68.25,-63.75,64.08
-68.25,-63.25,64.08
-68.25,-62.75,64.08
-68.25,-62.25,64.08
-68.25,-61.75,56.45
-68.25,-61.25,56.45
-68.25,-60.75,56.45
-68.25,-60.25,56.45
-68.25,-59.75,56.6
-68.25,-59.25,56.6
-68.25,-58.75,56.6
-68.25,-58.25,56.6
-68.25,-57.75,56.3
-68.25,-57.25,56.3
-68.25,-56.75,56.3
-68.25,-56.25,56.3
-68.25,-55.75,56.89
-68.25,-55.25,56.89
-68.25,-54.75,56.89
-68.25,-54.25,56.89
-68.25,-53.75,57.62
-68.25,-53.25,57.62
-68.25,-52.75,57.62
-68.25,-52.25,57.62
-68.25,-51.75,54.25
-68.25,-51.25,54.25
-68.25,-50.75,54.25
-68.25,-50.25,54.25
-68.25,-49.75,55.72
-68.25,-49.25,55.72
-68.25,-48.75,55.72
-68.25,-48.25,55.72
-68.25,-47.75,58.06
-68.25,-47.25,58.06
-68.25,-46.75,58.06
-68.25,-46.25,58.06
-68.25,-45.75,57.33
-68.25,-45.25,57.33
-68.25,-44.75,57.33
-68.25,-44.25,57.33
-68.25,-43.75,55.87
-68.25,-43.25,55.87
-68.25,-42.75,55.87
-68.25,-42.25,55.87
-68.25,-41.75,57.77
-68.25,-41.25,57.77
-68.25,-40.75,57.77
-68.25,-40.25,57.77
-68.25,-39.75,62.02
-68.25,-39.25,62.02
-68.25,-38.75,62.02
-68.25,-38.25,62.02
-68.25,-37.75,61.29
-68.25,-37.25,61.29
-68.25,-36.75,61.29
-68.25,-36.25,61.29
-68.25,-35.75,63.05
-68.25,-35.25,63.05
-68.25,-34.75,63.05
-68.25,-34.25,63.05
-68.25,-33.75,66.28
-68.25,-33.25,66.28
-68.25,-32.75,66.28
-68.25,-32.25,66.28
-68.25,-31.75,63.05
-68.25,-31.25,63.05
-68.25,-30.75,63.05
-68.25,-30.25,63.05
-68.25,-29.75,67.3
-68.25,-29.25,67.3
-68.25,-28.75,67.3
-68.25,-28.25,67.3
-68.25,-27.75,66.19
-68.25,-27.25,66.19
-68.25,-26.75,66.19
-68.25,-26.25,66.19
-68.25,-25.75,64.88
-68.25,-25.25,64.88
-68.25,-24.75,64.88
-68.25,-24.25,64.88
-68.25,-23.75,66.06
-68.25,-23.25,66.06
-68.25,-22.75,66.06
-68.25,-22.25,66.06
-68.25,-21.75,63.94
-68.25,-21.25,63.94
-68.25,-20.75,63.94
-68.25,-20.25,63.94
-68.25,-19.75,63.94
-68.25,-19.25,63.94
-68.25,-18.75,63.94
-68.25,-18.25,63.94
-68.25,-17.75,65.35
-68.25,-17.25,65.35
-68.25,-16.75,65.35
-68.25,-16.25,65.35
-68.25,108.25,9.7
-68.25,108.75,9.7
-68.25,109.25,9.7
-68.25,109.75,9.7
-68.25,110.25,12.15
-68.25,110.75,12.15
-68.25,111.25,12.15
-68.25,111.75,12.15
-68.25,112.25,12.59
-68.25,112.75,12.59
-68.25,113.25,12.59
-68.25,113.75,12.59
-68.25,114.25,23.86
-68.25,114.75,23.86
-68.25,115.25,23.86
-68.25,115.75,23.86
-68.25,116.25,23.91
-68.25,116.75,23.91
-68.25,117.25,23.91
-68.25,117.75,23.91
-68.25,118.25,24.0
-68.25,118.75,24.0
-68.25,119.25,24.0
-68.25,119.75,24.0
-68.25,120.25,22.66
-68.25,120.75,22.66
-68.25,121.25,22.66
-68.25,121.75,22.66
-68.25,122.25,16.81
-68.25,122.75,16.81
-68.25,123.25,16.81
-68.25,123.75,16.81
-68.25,124.25,11.32
-68.25,124.75,11.32
-68.25,125.25,11.32
-68.25,125.75,11.32
-68.25,126.25,18.62
-68.25,126.75,18.62
-68.25,127.25,18.62
-68.25,127.75,18.62
-68.25,128.25,20.09
-68.25,128.75,20.09
-68.25,129.25,20.09
-68.25,129.75,20.09
-68.25,130.25,16.42
-68.25,130.75,16.42
-68.25,131.25,16.42
-68.25,131.75,16.42
-68.25,132.25,15.1
-68.25,132.75,15.1
-68.25,133.25,15.1
-68.25,133.75,15.1
-68.25,134.25,14.08
-68.25,134.75,14.08
-68.25,135.25,14.08
-68.25,135.75,14.08
-68.25,136.25,14.96
-68.25,136.75,14.96
-68.25,137.25,14.96
-68.25,137.75,14.96
-68.25,138.25,15.84
-68.25,138.75,15.84
-68.25,139.25,15.84
-68.25,139.75,15.84
-68.25,140.25,17.89
-68.25,140.75,17.89
-68.25,141.25,17.89
-68.25,141.75,17.89
-68.25,142.25,30.65
-68.25,142.75,30.65
-68.25,143.25,30.65
-68.25,143.75,30.65
-68.25,144.25,39.44
-68.25,144.75,39.44
-68.25,145.25,39.44
-68.25,145.75,39.44
-68.25,146.25,47.07
-68.25,146.75,47.07
-68.25,147.25,47.07
-68.25,147.75,47.07
-68.25,148.25,48.83
-68.25,148.75,48.83
-68.25,149.25,48.83
-68.25,149.75,48.83
-68.25,150.25,55.57
-68.25,150.75,55.57
-68.25,151.25,55.57
-68.25,151.75,55.57
-68.25,152.25,60.26
-68.25,152.75,60.26
-68.25,153.25,60.26
-68.25,153.75,60.26
-68.25,154.25,65.69
-68.25,154.75,65.69
-68.25,155.25,65.69
-68.25,155.75,65.69
-68.25,156.25,63.78
-68.25,156.75,63.78
-68.25,157.25,63.78
-68.25,157.75,63.78
-68.25,158.25,64.96
-68.25,158.75,64.96
-68.25,159.25,64.96
-68.25,159.75,64.96
-68.25,160.25,64.96
-68.25,160.75,64.96
-68.25,161.25,64.96
-68.25,161.75,64.96
-68.25,162.25,65.84
-68.25,162.75,65.84
-68.25,163.25,65.84
-68.25,163.75,65.84
-68.25,164.25,66.72
-68.25,164.75,66.72
-68.25,165.25,66.72
-68.25,165.75,66.72
-68.25,166.25,68.48
-68.25,166.75,68.48
-68.25,167.25,68.48
-68.25,167.75,68.48
-68.25,168.25,68.33
-68.25,168.75,68.33
-68.25,169.25,68.33
-68.25,169.75,68.33
-68.25,170.25,68.77
-68.25,170.75,68.77
-68.25,171.25,68.77
-68.25,171.75,68.77
-68.25,172.25,70.67
-68.25,172.75,70.67
-68.25,173.25,70.67
-68.25,173.75,70.67
-68.25,174.25,69.06
-68.25,174.75,69.06
-68.25,175.25,69.06
-68.25,175.75,69.06
-68.25,176.25,71.7
-68.25,176.75,71.7
-68.25,177.25,71.7
-68.25,177.75,71.7
-68.25,178.25,69.5
-68.25,178.75,69.5
-68.25,179.25,69.5
-68.25,179.75,69.5
-67.75,-179.75,75.37
-67.75,-179.25,75.37
-67.75,-178.75,75.37
-67.75,-178.25,75.37
-67.75,-177.75,75.95
-67.75,-177.25,75.95
-67.75,-176.75,75.95
-67.75,-176.25,75.95
-67.75,-175.75,76.83
-67.75,-175.25,76.83
-67.75,-174.75,76.83
-67.75,-174.25,76.83
-67.75,-173.75,73.17
-67.75,-173.25,73.17
-67.75,-172.75,73.17
-67.75,-172.25,73.17
-67.75,-171.75,74.05
-67.75,-171.25,74.05
-67.75,-170.75,74.05
-67.75,-170.25,74.05
-67.75,-169.75,76.25
-67.75,-169.25,76.25
-67.75,-168.75,76.25
-67.75,-168.25,76.25
-67.75,-167.75,75.66
-67.75,-167.25,75.66
-67.75,-166.75,75.66
-67.75,-166.25,75.66
-67.75,-165.75,77.42
-67.75,-165.25,77.42
-67.75,-164.75,77.42
-67.75,-164.25,77.42
-67.75,-163.75,77.71
-67.75,-163.25,77.71
-67.75,-162.75,77.71
-67.75,-162.25,77.71
-67.75,-161.75,77.86
-67.75,-161.25,77.86
-67.75,-160.75,77.86
-67.75,-160.25,77.86
-67.75,-159.75,80.35
-67.75,-159.25,80.35
-67.75,-158.75,80.35
-67.75,-158.25,80.35
-67.75,-157.75,76.25
-67.75,-157.25,76.25
-67.75,-156.75,76.25
-67.75,-156.25,76.25
-67.75,-155.75,76.69
-67.75,-155.25,76.69
-67.75,-154.75,76.69
-67.75,-154.25,76.69
-67.75,-153.75,77.27
-67.75,-153.25,77.27
-67.75,-152.75,77.27
-67.75,-152.25,77.27
-67.75,-151.75,78.3
-67.75,-151.25,78.3
-67.75,-150.75,78.3
-67.75,-150.25,78.3
-67.75,-149.75,78.59
-67.75,-149.25,78.59
-67.75,-148.75,78.59
-67.75,-148.25,78.59
-67.75,-147.75,79.33
-67.75,-147.25,79.33
-67.75,-146.75,79.33
-67.75,-146.25,79.33
-67.75,-145.75,79.33
-67.75,-145.25,79.33
-67.75,-144.75,79.33
